City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
333,nemuro,43.3236,145.575,4.24,91,40,3.74,JP,1683740651
334,kindu,-2.95,25.95,22.18,99,100,0.58,CD,1683740651
335,kaa-khem,51.6833,94.7333,8.29,71,98,4.02,RU,1683740652
336,atoyac de alvarez,17.2,-100.4333,34.66,41,9,4.24,MX,1683740386
337,mount isa,-20.7333,139.5,11.87,32,0,3.09,AU,1683740652
338,illapel,-31.6308,-71.1653,29.16,17,15,2.33,CL,1683740653
339,as sulayyil,20.4607,45.5779,34.14,13,0,4.33,SA,1683740653
340,trinidad,-14.8333,-64.9,27.84,53,99,1.79,BO,1683740653
341,lichuan,30.3,108.85,10.79,98,100,0.63,CN,1683740654
342,uba,-21.12,-42.9428,26.21,69,94,1.42,BR,1683740654
343,zemio,5.0314,25.1361,22.36,84,100,1.28,CF,1683740654
344,fort st. john,56.2499,-120.8529,14.94,47,75,2.06,CA,1683740371
345,lautoka,-17.6167,177.4667,20.92,94,20,1.54,FJ,1683740655
346,galliano,29.4422,-90.2992,29.44,69,100,3.6,US,1683740656
347,boguchany,58.3814,97.4531,0.15,73,14,1.19,RU,1683740656
348,aykhal,66.0,111.5,-17.74,90,14,2.56,RU,1683740657
349,gazojak,41.1875,61.4036,28.6,13,100,4.56,TM,1683740657
350,kamaishi,39.2667,141.8833,7.68,69,0,3.31,JP,1683740658
351,pionerskiy,54.9508,20.2275,15.91,73,37,4.95,RU,1683740658
352,osakarovka,50.565,72.5692,16.24,48,100,5.07,KZ,1683740658
353,salekhard,66.53,66.6019,-6.25,94,95,2.63,RU,1683740606
354,pembroke,45.8168,-77.1162,21.99,30,4,4.07,CA,1683740659
355,bikenibeu village,1.3673,173.1241,28.19,80,72,5.91,KI,1683740659
356,malango,-2.9627,119.9001,20.69,99,100,0.52,ID,1683740659
357,brookings,44.3114,-96.7984,22.99,66,0,3.09,US,1683740660
358,yarmouth,41.7057,-70.2286,21.19,34,0,4.63,US,1683740556
359,mantsala,60.6609,25.2838,15.82,49,74,2.71,FI,1683740660
360,tuensang,26.2833,94.8333,19.78,58,20,1.52,IN,1683740660
361,akureyri,65.6835,-18.0878,5.96,87,100,5.66,IS,1683740661
